Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [307] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_impl::_Deque_impl() [92] void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [823] void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [308] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_impl::~_Deque_impl() [331] std::vector<Edge, std::allocator<Edge> >::end() [440] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [301] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate_map(unsigned long) [342] std::vector<Edge, std::allocator<Edge> >::back() [824] double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&)
 [309] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_create_nodes(cv::Point_<int>**, cv::Point_<int>**) [556] std::vector<Edge, std::allocator<Edge> >::begin() [825] unsigned char* std::__uninitialized_default_n_a<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, std::allocator<unsigned char>&)
 [310] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_impl_data::_Deque_impl_data() [89] std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [638] int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&)
 [287] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate_node() [763] std::vector<Edge, std::allocator<Edge> >::vector() [605] std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*)
 [311] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_destroy_nodes(cv::Point_<int>**, cv::Point_<int>**) [764] std::vector<Edge, std::allocator<Edge> >::vector(std::vector<Edge, std::allocator<Edge> > const&) [673] int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
 [302] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate_map(cv::Point_<int>**, unsigned long) [659] std::vector<Edge, std::allocator<Edge> >::~vector() [8] std::abs(double)
 [312] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_initialize_map(unsigned long) [101] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_S_max_size(std::allocator<cv::Point_<int> > const&) [535] std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&)
 [288] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate_node(cv::Point_<int>*) [38] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_S_relocate(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [49] std::tuple_element<0ul, std::pair<int, int> >::type&& std::get<0ul, int, int>(std::pair<int, int>&&)
 [224] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() [18] cv::Point_<int>& std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::emplace_back<cv::Point_<int> >(cv::Point_<int>&&) [31] std::tuple_element<1ul, std::pair<int, int> >::type&& std::get<1ul, int, int>(std::pair<int, int>&&)
 [313] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_base() [26] void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> const&>(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [250] int const& std::max<int>(int const&, int const&)
 [314] std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~_Deque_base() [99] void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>&&) [264] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [512] std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [96] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() [390] double const& std::min<double>(double const&, double const&)
 [513] std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [43] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::back() [251] int const& std::min<int>(int const&, int const&)
 [514] std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [107] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() [36] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
 [505] void std::__copy_move<false, false, std::random_access_iterator_tag>::__assign_one<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>**, cv::Point_<int>**) [17] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::push_back(cv::Point_<int>&&) [6] __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<int, int>(int, int)
 [473] std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [25] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::push_back(cv::Point_<int> const&) [826] long std::__lg<long>(long)
 [699] double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double const, double>(double const*, double const*, double*) [387] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::vector(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >&&) [493] int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
 [474] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int const, int>(int const*, int const*, int*) [412] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::vector(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > const&) [827] double* std::copy<double const*, double*>(double const*, double const*, double*)
 [441] cv::Point_<int>** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>**, cv::Point_<int>**, cv::Point_<int>**) [319] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::vector() [447] cv::Point_<int>** std::copy<cv::Point_<int>**, cv::Point_<int>**>(cv::Point_<int>**, cv::Point_<int>**, cv::Point_<int>**)
 [475] unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long, unsigned long>(unsigned long*, unsigned long*, unsigned long*) [294] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~vector() [494] unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
 [700] void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<Edge, Edge>(Edge*, Edge*) [160] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_max_size(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [674] int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
 [646] int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int, int>(int*, int*, int*) [161] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [495] std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
 [577] std::char_traits<char>::length(char const*) [83] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [389] std::remove_reference<Superpixel&>::type&& std::move<Superpixel&>(Superpixel&)
 [701] void std::_Destroy_aux<false>::__destroy<Superpixel*>(Superpixel*, Superpixel*) [79] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [259] std::remove_reference<Edge&>::type&& std::move<Edge&>(Edge&)
 [132] void std::_Destroy_aux<false>::__destroy<std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*) [133] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::~vector() [61] std::remove_reference<cv::Point_<int>&>::type&& std::move<cv::Point_<int>&>(cv::Point_<int>&)
 [609] void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [33] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long) [363] std::remove_reference<std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Vector_impl&>::type&& std::move<std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Vector_impl&>(std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Vector_impl&)
 [647] void std::_Destroy_aux<true>::__destroy<Edge*>(Edge*, Edge*) [162] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [606] std::remove_reference<int*&>::type&& std::move<int*&>(int*&)
 [291] void std::_Destroy_aux<true>::__destroy<cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*) [765] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [828] std::remove_reference<std::allocator<std::vector<int, std::allocator<int> > >&>::type&& std::move<std::allocator<std::vector<int, std::allocator<int> > >&>(std::allocator<std::vector<int, std::allocator<int> > >&)
 [208] void std::_Destroy_aux<true>::__destroy<std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*) [163] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [178] std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&)
 [610] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [766] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [829] std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>::type&& std::move<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)
 [702] void std::_Destroy_aux<true>::__destroy<unsigned char*>(unsigned char*, unsigned char*) [767] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::allocator<std::vector<int, std::allocator<int> > > const&) [830] void std::sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >)
 [451] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [164] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [831] __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int)
 [563] std::_Vector_base<Superpixel, std::allocator<Superpixel> >::_M_allocate(unsigned long) [768] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [298] std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Edge> >, std::is_move_constructible<Edge>, std::is_move_assignable<Edge> >::value, void>::type std::swap<Edge>(Edge&, Edge&)
 [703] std::_Vector_base<Superpixel, std::allocator<Superpixel> >::_Vector_impl::_Vector_impl() [626] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [832] void std::__sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [704] std::_Vector_base<Superpixel, std::allocator<Superpixel> >::_Vector_impl::~_Vector_impl() [769] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [675] double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
 [561] std::_Vector_base<Superpixel, std::allocator<Superpixel> >::_M_deallocate(Superpixel*, unsigned long) [35] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [833] unsigned char* std::fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&)
 [705] std::_Vector_base<Superpixel, std::allocator<Superpixel> >::_Vector_impl_data::_Vector_impl_data() [44] std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [587] int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
 [548] std::_Vector_base<Superpixel, std::allocator<Superpixel> >::_M_get_Tp_allocator() [45] std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, int> > const&) [364] Superpixel&& std::forward<Superpixel>(std::remove_reference<Superpixel>::type&)
 [706] std::_Vector_base<Superpixel, std::allocator<Superpixel> >::_Vector_base() [22] void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_range_initialize<std::pair<int, int> const*>(std::pair<int, int> const*, std::pair<int, int> const*, std::forward_iterator_tag) [271] Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&)
